UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll
114200b,1142,b,Hunting and Trapping,296,402,18311
114200c,1142,c,Hunting and Trapping,62,407,14624
114200d,1142,d,Hunting and Trapping,21,281,13472
114200e,1142,e,Hunting and Trapping,379,1090,46407
114200f,1142,f,Hunting and Trapping,15,464,20234
114200h,1142,h,Hunting and Trapping,396,1842,76486
114210a,11421,a,Hunting and Trapping,397,1851,77175
114210b,11421,b,Hunting and Trapping,296,402,18311
114210c,11421,c,Hunting and Trapping,62,407,14624
114210d,11421,d,Hunting and Trapping,21,281,13472
114210e,11421,e,Hunting and Trapping,379,1090,46407
114210f,11421,f,Hunting and Trapping,15,464,20234
114210h,11421,h,Hunting and Trapping,396,1842,76486
115000a,115,a,Support Activities for Agriculture and Forestry,11442,109145,5393618
115000b,115,b,Support Activities for Agriculture and Forestry,8111,11789,648793
115000c,115,c,Support Activities for Agriculture and Forestry,1630,10649,517691
115000d,115,d,Support Activities for Agriculture and Forestry,775,10073,547519
115000e,115,e,Support Activities for Agriculture and Forestry,10516,32511,1714003
115000f,115,f,Support Activities for Agriculture and Forestry,677,26428,1314242
115000g,115,g,Support Activities for Agriculture and Forestry,175,24664,1141555
115000h,115,h,Support Activities for Agriculture and Forestry,11368,83603,4169800
115000i,115,i,Support Activities for Agriculture and Forestry,74,25542,1223818
115100a,1151,a,Support Activities for Crop Production,4906,73522,3621950
115100b,1151,b,Support Activities for Crop Production,3059,4329,299009
115100c,1151,c,Support Activities for Crop Production,781,5127,286578
115100d,1151,d,Support Activities for Crop Production,435,5756,357597
115100e,1151,e,Support Activities for Crop Production,4275,15212,943184
115100f,1151,f,Support Activities for Crop Production,444,17697,859618
115100g,1151,g,Support Activities for Crop Production,131,18613,807160
115100h,1151,h,Support Activities for Crop Production,4850,51522,2609962
115100i,1151,i,Support Activities for Crop Production,56,22000,1011988
115110a,11511,a,Support Activities for Crop Production,4906,73522,3621950
115110b,11511,b,Support Activities for Crop Production,3059,4329,299009
115110c,11511,c,Support Activities for Crop Production,781,5127,286578
115110d,11511,d,Support Activities for Crop Production,435,5756,357597
115110e,11511,e,Support Activities for Crop Production,4275,15212,943184
115110f,11511,f,Support Activities for Crop Production,444,17697,859618
115110g,11511,g,Support Activities for Crop Production,131,18613,807160
115110h,11511,h,Support Activities for Crop Production,4850,51522,2609962
115110i,11511,i,Support Activities for Crop Production,56,22000,1011988
115111a,115111,a,Cotton Ginning,191,2456,127447
115111b,115111,b,Cotton Ginning,58,123,9832
115111c,115111,c,Cotton Ginning,57,407,28889
115111d,115111,d,Cotton Ginning,38,507,35054
115111e,115111,e,Cotton Ginning,153,1037,73775
115111f,115111,f,Cotton Ginning,32,916,46295
115111h,115111,h,Cotton Ginning,186,1967,120332
115111i,115111,i,Cotton Ginning,5,489,7115
115112a,115112,a,"Soil Preparation, Planting, and Cultivating",2207,11963,673883
115112b,115112,b,"Soil Preparation, Planting, and Cultivating",1555,2236,143319
115112c,115112,c,"Soil Preparation, Planting, and Cultivating",366,2316,126964
115112d,115112,d,"Soil Preparation, Planting, and Cultivating",164,2141,112956
115112e,115112,e,"Soil Preparation, Planting, and Cultivating",2085,6693,383239
115112f,115112,f,"Soil Preparation, Planting, and Cultivating",98,3474,183017
115112g,115112,g,"Soil Preparation, Planting, and Cultivating",19,1518,81526
115112h,115112,h,"Soil Preparation, Planting, and Cultivating",2202,11685,647782
115112i,115112,i,"Soil Preparation, Planting, and Cultivating",5,278,26101
115113a,115113,a,"Crop Harvesting, Primarily by Machine",345,3238,169516
115113b,115113,b,"Crop Harvesting, Primarily by Machine",244,316,21034
115113c,115113,c,"Crop Harvesting, Primarily by Machine",46,297,14242
115113d,115113,d,"Crop Harvesting, Primarily by Machine",29,395,18527
115113e,115113,e,"Crop Harvesting, Primarily by Machine",319,1008,53803
115113f,115113,f,"Crop Harvesting, Primarily by Machine",21,852,48326
115113g,115113,g,"Crop Harvesting, Primarily by Machine",4,677,36297
115113h,115113,h,"Crop Harvesting, Primarily by Machine",344,2537,138426
115114a,115114,a,Postharvest Crop Activities (except Cotton Ginning),908,33279,1607110
115114b,115114,b,Postharvest Crop Activities (except Cotton Ginning),370,526,38807
115114c,115114,c,Postharvest Crop Activities (except Cotton Ginning),169,1139,61086
115114d,115114,d,Postharvest Crop Activities (except Cotton Ginning),96,1283,81018
115114e,115114,e,Postharvest Crop Activities (except Cotton Ginning),635,2948,180911
115114f,115114,f,Postharvest Crop Activities (except Cotton Ginning),166,7036,334264
115114g,115114,g,Postharvest Crop Activities (except Cotton Ginning),67,8975,383619
115114h,115114,h,Postharvest Crop Activities (except Cotton Ginning),868,18959,898794
115114i,115114,i,Postharvest Crop Activities (except Cotton Ginning),40,14320,708316
115115a,115115,a,Farm Labor Contractors and Crew Leaders,602,16566,682175
115115b,115115,b,Farm Labor Contractors and Crew Leaders,330,447,43399
115115c,115115,c,Farm Labor Contractors and Crew Leaders,79,541,30164
115115d,115115,d,Farm Labor Contractors and Crew Leaders,66,851,72597
115115e,115115,e,Farm Labor Contractors and Crew Leaders,475,1839,146160
115115f,115115,f,Farm Labor Contractors and Crew Leaders,91,3929,150381
115115g,115115,g,Farm Labor Contractors and Crew Leaders,28,5695,201888
115115h,115115,h,Farm Labor Contractors and Crew Leaders,594,11463,498429
115115i,115115,i,Farm Labor Contractors and Crew Leaders,8,5103,183746
115116a,115116,a,Farm Management Services,667,6020,361819
115116b,115116,b,Farm Management Services,503,681,42618
115116c,115116,c,Farm Management Services,64,427,25233
115116d,115116,d,Farm Management Services,43,579,37445
115116e,115116,e,Farm Management Services,610,1687,105296
115116f,115116,f,Farm Management Services,39,1490,97335
115116g,115116,g,Farm Management Services,14,1734,103568
115116h,115116,h,Farm Management Services,663,4911,306199
115116i,115116,i,Farm Management Services,4,1109,55620
115200a,1152,a,Support Activities for Animal Production,4757,21334,888769
115200b,1152,b,Support Activities for Animal Production,3752,5660,187829
115200c,1152,c,Support Activities for Animal Production,619,4063,125237
115200d,1152,d,Support Activities for Animal Production,237,2982,107116
115200e,1152,e,Support Activities for Animal Production,4608,12705,420182
115200f,1152,f,Support Activities for Animal Production,113,3713,152933
115200g,1152,g,Support Activities for Animal Production,24,2824,157434
115200h,1152,h,Support Activities for Animal Production,4745,19242,730549
115200i,1152,i,Support Activities for Animal Production,12,2092,158220
115210a,11521,a,Support Activities for Animal Production,4757,21334,888769
115210b,11521,b,Support Activities for Animal Production,3752,5660,187829
115210c,11521,c,Support Activities for Animal Production,619,4063,125237
115210d,11521,d,Support Activities for Animal Production,237,2982,107116
115210e,11521,e,Support Activities for Animal Production,4608,12705,420182
115210f,11521,f,Support Activities for Animal Production,113,3713,152933
115210g,11521,g,Support Activities for Animal Production,24,2824,157434
115210h,11521,h,Support Activities for Animal Production,4745,19242,730549
115210i,11521,i,Support Activities for Animal Production,12,2092,158220
115300a,1153,a,Support Activities for Forestry,1784,14289,882899
115300b,1153,b,Support Activities for Forestry,1300,1800,161955
115300c,1153,c,Support Activities for Forestry,230,1459,105876
115300d,1153,d,Support Activities for Forestry,103,1335,82806
115300e,1153,e,Support Activities for Forestry,1633,4594,350637
115300f,1153,f,Support Activities for Forestry,121,5018,301691
115300g,1153,g,Support Activities for Forestry,22,3227,176961
115300h,1153,h,Support Activities for Forestry,1776,12839,829289
115300i,1153,i,Support Activities for Forestry,8,1450,53610
115310a,11531,a,Support Activities for Forestry,1784,14289,882899
115310b,11531,b,Support Activities for Forestry,1300,1800,161955
115310c,11531,c,Support Activities for Forestry,230,1459,105876
115310d,11531,d,Support Activities for Forestry,103,1335,82806
115310e,11531,e,Support Activities for Forestry,1633,4594,350637
115310f,11531,f,Support Activities for Forestry,121,5018,301691
115310g,11531,g,Support Activities for Forestry,22,3227,176961
115310h,11531,h,Support Activities for Forestry,1776,12839,829289
115310i,11531,i,Support Activities for Forestry,8,1450,53610
210000a,21,a,"Mining, Quarrying, and Oil and Gas Extraction",17105,474877,47530668
210000b,21,b,"Mining, Quarrying, and Oil and Gas Extraction",9789,15253,1204612
210000c,21,c,"Mining, Quarrying, and Oil and Gas Extraction",2449,16158,1088565
210000d,21,d,"Mining, Quarrying, and Oil and Gas Extraction",1905,25519,1839439
210000e,21,e,"Mining, Quarrying, and Oil and Gas Extraction",14143,56930,4132616
210000f,21,f,"Mining, Quarrying, and Oil and Gas Extraction",2067,79026,6648315
210000g,21,g,"Mining, Quarrying, and Oil and Gas Extraction",577,87020,8942651
210000h,21,h,"Mining, Quarrying, and Oil and Gas Extraction",16787,222976,19723582
210000i,21,i,"Mining, Quarrying, and Oil and Gas Extraction",318,251901,27807086
211000a,211,a,Oil and Gas Extraction,4337,88532,13164547
211000b,211,b,Oil and Gas Extraction,2986,4855,366950
211000c,211,c,Oil and Gas Extraction,586,3797,286892
211000d,211,d,Oil and Gas Extraction,299,3928,370332
211000e,211,e,Oil and Gas Extraction,3871,12580,1024174
211000f,211,f,Oil and Gas Extraction,280,10057,1337818
211000g,211,g,Oil and Gas Extraction,112,17979,2900648
211000h,211,h,Oil and Gas Extraction,4263,40616,5262640
211000i,211,i,Oil and Gas Extraction,74,47916,7901907
211100a,2111,a,Oil and Gas Extraction,4337,88532,13164547
211100b,2111,b,Oil and Gas Extraction,2986,4855,366950
211100c,2111,c,Oil and Gas Extraction,586,3797,286892
211100d,2111,d,Oil and Gas Extraction,299,3928,370332
211100e,2111,e,Oil and Gas Extraction,3871,12580,1024174
211100f,2111,f,Oil and Gas Extraction,280,10057,1337818
211100g,2111,g,Oil and Gas Extraction,112,17979,2900648
211100h,2111,h,Oil and Gas Extraction,4263,40616,5262640
211100i,2111,i,Oil and Gas Extraction,74,47916,7901907
211120a,21112,a,Crude Petroleum Extraction,3538,59985,9293187
211120b,21112,b,Crude Petroleum Extraction,2459,3996,301224
211120c,21112,c,Crude Petroleum Extraction,487,3129,241123
211120d,21112,d,Crude Petroleum Extraction,236,3106,293960
211120e,21112,e,Crude Petroleum Extraction,3182,10231,836307
211120f,21112,f,Crude Petroleum Extraction,224,7852,1053812
211120g,21112,g,Crude Petroleum Extraction,79,11594,1970431
211120h,21112,h,Crude Petroleum Extraction,3485,29677,3860550
211120i,21112,i,Crude Petroleum Extraction,53,30308,5432637
211130a,21113,a,Natural Gas Extraction,863,28547,3871360
211130b,21113,b,Natural Gas Extraction,530,859,65726
211130c,21113,c,Natural Gas Extraction,101,668,45769
211130d,21113,d,Natural Gas Extraction,68,822,76372
211130e,21113,e,Natural Gas Extraction,699,2349,187867
211130f,21113,f,Natural Gas Extraction,63,2205,284006
211130g,21113,g,Natural Gas Extraction,49,6385,930217
211130h,21113,h,Natural Gas Extraction,811,10939,1402090
211130i,21113,i,Natural Gas Extraction,52,17608,2469270
212000a,212,a,Mining (except Oil and Gas),3305,160801,13281377
212000b,212,b,Mining (except Oil and Gas),1272,2113,173488
212000c,212,c,Mining (except Oil and Gas),564,3771,228890
212000d,212,d,Mining (except Oil and Gas),525,6970,455312
212000e,212,e,Mining (except Oil and Gas),2361,12854,857690
212000f,212,f,Mining (except Oil and Gas),568,19869,1435071
212000g,212,g,Mining (except Oil and Gas),223,26065,2021113
212000h,212,h,Mining (except Oil and Gas),3152,58788,4313874
212000i,212,i,Mining (except Oil and Gas),153,102013,8967503
212100a,2121,a,Coal Mining,316,37158,3261410
212100b,2121,b,Coal Mining,113,201,27707
212100c,2121,c,Coal Mining,45,319,24128
212100d,2121,d,Coal Mining,47,616,35428
212100e,2121,e,Coal Mining,205,1136,87263
212100f,2121,f,Coal Mining,48,1982,158324
212100g,2121,g,Coal Mining,31,5488,452921
212100h,2121,h,Coal Mining,284,8606,698508
212100i,2121,i,Coal Mining,32,28552,2562902
212110a,21211,a,Coal Mining,316,37158,3261410
212110b,21211,b,Coal Mining,113,201,27707
212110c,21211,c,Coal Mining,45,319,24128
212110d,21211,d,Coal Mining,47,616,35428
212110e,21211,e,Coal Mining,205,1136,87263
212110f,21211,f,Coal Mining,48,1982,158324
212110g,21211,g,Coal Mining,31,5488,452921
212110h,21211,h,Coal Mining,284,8606,698508
212110i,21211,i,Coal Mining,32,28552,2562902
212111a,212111,a,Bituminous Coal and Lignite Surface Mining,190,14821,1343313
212111b,212111,b,Bituminous Coal and Lignite Surface Mining,69,121,12050
212111c,212111,c,Bituminous Coal and Lignite Surface Mining,30,216,16923
212111d,212111,d,Bituminous Coal and Lignite Surface Mining,26,333,18881
212111e,212111,e,Bituminous Coal and Lignite Surface Mining,125,670,47854
212111f,212111,f,Bituminous Coal and Lignite Surface Mining,25,1090,79043
212111g,212111,g,Bituminous Coal and Lignite Surface Mining,18,2685,218080
212111h,212111,h,Bituminous Coal and Lignite Surface Mining,168,4445,344977
212111i,212111,i,Bituminous Coal and Lignite Surface Mining,22,10376,998336
212112a,212112,a,Bituminous Coal Underground Mining,99,21421,1859330
212112b,212112,b,Bituminous Coal Underground Mining,27,44,13794
212112c,212112,c,Bituminous Coal Underground Mining,5,33,3806
212112d,212112,d,Bituminous Coal Underground Mining,15,197,11520
212112e,212112,e,Bituminous Coal Underground Mining,47,274,29120
212112f,212112,f,Bituminous Coal Underground Mining,18,696,66739
212112g,212112,g,Bituminous Coal Underground Mining,13,2275,198905
212112h,212112,h,Bituminous Coal Underground Mining,78,3245,294764
212112i,212112,i,Bituminous Coal Underground Mining,21,18176,1564566
212113a,212113,a,Anthracite Mining,44,916,58767
212113b,212113,b,Anthracite Mining,18,36,1863
212113c,212113,c,Anthracite Mining,10,70,3399
212113d,212113,d,Anthracite Mining,7,86,5027
212113e,212113,e,Anthracite Mining,35,192,10289
212113f,212113,f,Anthracite Mining,5,196,12542
212113g,212113,g,Anthracite Mining,4,528,35936
212113h,212113,h,Anthracite Mining,44,916,58767
212200a,2122,a,Metal Ore Mining,256,40540,3920963
212200b,2122,b,Metal Ore Mining,133,179,22924
212200c,2122,c,Metal Ore Mining,30,195,17270
212200d,2122,d,Metal Ore Mining,23,296,40796
212200e,2122,e,Metal Ore Mining,186,670,80990
212200f,2122,f,Metal Ore Mining,30,1268,123158
212200g,2122,g,Metal Ore Mining,20,4276,392187
212200h,2122,h,Metal Ore Mining,236,6214,596335
212200i,2122,i,Metal Ore Mining,20,34326,3324628
212210a,21221,a,Iron Ore Mining,18,4793,489654
212210b,21221,b,Iron Ore Mining,5,7,313
212210d,21221,d,Iron Ore Mining,5,58,5199
212210e,21221,e,Iron Ore Mining,11,70,5969
212210f,21221,f,Iron Ore Mining,3,170,12861
212210h,21221,h,Iron Ore Mining,16,263,21082
212220a,21222,a,Gold Ore and Silver Ore Mining,163,15999,1720103
212220b,21222,b,Gold Ore and Silver Ore Mining,101,126,18409
212220c,21222,c,Gold Ore and Silver Ore Mining,19,125,9706
212220d,21222,d,Gold Ore and Silver Ore Mining,15,197,27926
212220e,21222,e,Gold Ore and Silver Ore Mining,135,448,56041
212220f,21222,f,Gold Ore and Silver Ore Mining,10,429,41046
212220g,21222,g,Gold Ore and Silver Ore Mining,11,2467,225268
212220h,21222,h,Gold Ore and Silver Ore Mining,156,3344,322355
212220i,21222,i,Gold Ore and Silver Ore Mining,7,12655,1397748
212221a,212221,a,Gold Ore Mining,156,14797,1583532
212221b,212221,b,Gold Ore Mining,99,125,17376
212221c,212221,c,Gold Ore Mining,19,125,9706
212221d,212221,d,Gold Ore Mining,12,159,22632
212221e,212221,e,Gold Ore Mining,130,409,49714
212221f,212221,f,Gold Ore Mining,10,429,41046
212221g,212221,g,Gold Ore Mining,9,2101,191460
212221h,212221,h,Gold Ore Mining,149,2939,282220
212221i,212221,i,Gold Ore Mining,7,11858,1301312
212222a,212222,a,Silver Ore Mining,9,1202,136571
212222d,212222,d,Silver Ore Mining,3,38,5294
212222e,212222,e,Silver Ore Mining,5,39,6327
212222h,212222,h,Silver Ore Mining,7,405,40135
212230a,21223,a,"Copper, Nickel, Lead, and Zinc Mining",35,16469,1340423
212230b,21223,b,"Copper, Nickel, Lead, and Zinc Mining",6,12,900
212230c,21223,c,"Copper, Nickel, Lead, and Zinc Mining",5,33,3638
212230e,21223,e,"Copper, Nickel, Lead, and Zinc Mining",13,69,10022
212230f,21223,f,"Copper, Nickel, Lead, and Zinc Mining",8,327,34348
212230g,21223,g,"Copper, Nickel, Lead, and Zinc Mining",5,1429,123156
212230h,21223,h,"Copper, Nickel, Lead, and Zinc Mining",26,1825,167526
212230i,21223,i,"Copper, Nickel, Lead, and Zinc Mining",9,14644,1172897
212290a,21229,a,Other Metal Ore Mining,42,3279,370783
212290b,21229,b,Other Metal Ore Mining,21,34,3302
212290c,21229,c,Other Metal Ore Mining,5,32,3469
212290e,21229,e,Other Metal Ore Mining,27,83,8958
212290f,21229,f,Other Metal Ore Mining,9,342,34903
212290h,21229,h,Other Metal Ore Mining,38,782,85372
212290i,21229,i,Other Metal Ore Mining,4,2497,285411
212291a,212291,a,Uranium-Radium-Vanadium Ore Mining,12,211,25273
212291b,212291,b,Uranium-Radium-Vanadium Ore Mining,4,6,295
212291e,212291,e,Uranium-Radium-Vanadium Ore Mining,7,36,4147
212291f,212291,f,Uranium-Radium-Vanadium Ore Mining,5,175,21126
212291h,212291,h,Uranium-Radium-Vanadium Ore Mining,12,211,25273
212299a,212299,a,All Other Metal Ore Mining,30,3068,345510
212299b,212299,b,All Other Metal Ore Mining,17,28,3007
212299c,212299,c,All Other Metal Ore Mining,3,19,1804
212299e,212299,e,All Other Metal Ore Mining,20,47,4811
212299f,212299,f,All Other Metal Ore Mining,4,167,13777
212299h,212299,h,All Other Metal Ore Mining,26,571,60099
212299i,212299,i,All Other Metal Ore Mining,4,2497,285411
212300a,2123,a,Nonmetallic Mineral Mining and Quarrying,2743,83103,6099004
212300b,2123,b,Nonmetallic Mineral Mining and Quarrying,1027,1733,122857
212300c,2123,c,Nonmetallic Mineral Mining and Quarrying,489,3257,187492
212300d,2123,d,Nonmetallic Mineral Mining and Quarrying,455,6058,379088
212300e,2123,e,Nonmetallic Mineral Mining and Quarrying,1971,11048,689437
212300f,2123,f,Nonmetallic Mineral Mining and Quarrying,490,16619,1153589
212300g,2123,g,Nonmetallic Mineral Mining and Quarrying,174,16301,1176005
212300h,2123,h,Nonmetallic Mineral Mining and Quarrying,2635,43968,3019031
212300i,2123,i,Nonmetallic Mineral Mining and Quarrying,108,39135,3079973
212310a,21231,a,Stone Mining and Quarrying,1086,41410,2962752
212310b,21231,b,Stone Mining and Quarrying,320,580,36178
212310c,21231,c,Stone Mining and Quarrying,186,1232,67400
212310d,21231,d,Stone Mining and Quarrying,209,2744,168351
212310e,21231,e,Stone Mining and Quarrying,715,4556,271929
212310f,21231,f,Stone Mining and Quarrying,230,7537,517750
212310g,21231,g,Stone Mining and Quarrying,81,7907,560664
212310h,21231,h,Stone Mining and Quarrying,1026,20000,1350343
212310i,21231,i,Stone Mining and Quarrying,60,21410,1612409
212311a,212311,a,Dimension Stone Mining and Quarrying,264,3351,183140
212311b,212311,b,Dimension Stone Mining and Quarrying,116,188,11356
212311c,212311,c,Dimension Stone Mining and Quarrying,51,343,19021
212311d,212311,d,Dimension Stone Mining and Quarrying,42,508,28194
212311e,212311,e,Dimension Stone Mining and Quarrying,209,1039,58571
212311f,212311,f,Dimension Stone Mining and Quarrying,41,1276,62419
212311g,212311,g,Dimension Stone Mining and Quarrying,8,640,32589
212311h,212311,h,Dimension Stone Mining and Quarrying,258,2955,153579
212311i,212311,i,Dimension Stone Mining and Quarrying,6,396,29561
212312a,212312,a,Crushed and Broken Limestone Mining and Quarrying,520,25527,1801453
212312b,212312,b,Crushed and Broken Limestone Mining and Quarrying,97,186,11910
212312c,212312,c,Crushed and Broken Limestone Mining and Quarrying,76,503,28264
212312d,212312,d,Crushed and Broken Limestone Mining and Quarrying,109,1466,91021
212312e,212312,e,Crushed and Broken Limestone Mining and Quarrying,282,2155,131195
212312f,212312,f,Crushed and Broken Limestone Mining and Quarrying,138,4563,312919
212312g,212312,g,Crushed and Broken Limestone Mining and Quarrying,53,4862,336038
212312h,212312,h,Crushed and Broken Limestone Mining and Quarrying,473,11580,780152
212312i,212312,i,Crushed and Broken Limestone Mining and Quarrying,47,13947,1021301
212313a,212313,a,Crushed and Broken Granite Mining and Quarrying,78,5621,444117
212313b,212313,b,Crushed and Broken Granite Mining and Quarrying,12,24,1306
212313c,212313,c,Crushed and Broken Granite Mining and Quarrying,16,109,5699
212313d,212313,d,Crushed and Broken Granite Mining and Quarrying,10,113,6913
212313e,212313,e,Crushed and Broken Granite Mining and Quarrying,38,246,13918
212313f,212313,f,Crushed and Broken Granite Mining and Quarrying,13,537,38322
212313g,212313,g,Crushed and Broken Granite Mining and Quarrying,15,654,58952
212313h,212313,h,Crushed and Broken Granite Mining and Quarrying,66,1437,111192
212313i,212313,i,Crushed and Broken Granite Mining and Quarrying,12,4184,332925
212319a,212319,a,Other Crushed and Broken Stone Mining and Quarrying,287,6911,534042
212319b,212319,b,Other Crushed and Broken Stone Mining and Quarrying,96,182,11606
212319c,212319,c,Other Crushed and Broken Stone Mining and Quarrying,43,277,14416
212319d,212319,d,Other Crushed and Broken Stone Mining and Quarrying,51,657,42223
