UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
561440c,56144,c,Collection Agencies,560,3805,143840,456142
561440d,56144,d,Collection Agencies,500,6925,273478,798313
561440e,56144,e,Collection Agencies,2423,13108,531527,1691539
561440f,56144,f,Collection Agencies,544,21590,960822,2600665
561440g,56144,g,Collection Agencies,162,29260,1285798,3451020
561440h,56144,h,Collection Agencies,3129,63958,2778147,7743224
561440i,56144,i,Collection Agencies,95,70207,2823460,7237569
561450a,56145,a,Credit Bureaus,307,23867,3322052,10173050
561450b,56145,b,Credit Bureaus,154,272,12069,50018
561450c,56145,c,Credit Bureaus,44,301,14223,46785
561450d,56145,d,Credit Bureaus,30,418,25395,113465
561450e,56145,e,Credit Bureaus,228,991,51687,210268
561450f,56145,f,Credit Bureaus,53,2174,144256,507142
561450g,56145,g,Credit Bureaus,10,872,102617,353974
561450h,56145,h,Credit Bureaus,291,4037,298560,1071384
561450i,56145,i,Credit Bureaus,16,19830,3023492,9101666
561490a,56149,a,Other Business Support Services,7429,77455,3825736,12737120
561490b,56149,b,Other Business Support Services,5697,7878,330899,1690607
561490c,56149,c,Other Business Support Services,725,4750,200807,864372
561490d,56149,d,Other Business Support Services,424,5574,235787,933953
561490e,56149,e,Other Business Support Services,6846,18202,767493,3488932
561490f,56149,f,Other Business Support Services,380,13393,639859,2564730
561490g,56149,g,Other Business Support Services,93,10236,477785,1801751
561490h,56149,h,Other Business Support Services,7319,41831,1885137,7855413
561490i,56149,i,Other Business Support Services,110,35624,1940599,4881707
561491a,561491,a,Repossession Services,701,7733,277802,993704
561491b,561491,b,Repossession Services,380,672,29708,154212
561491c,561491,c,Repossession Services,132,906,27390,101736
561491d,561491,d,Repossession Services,96,1267,42315,142130
561491e,561491,e,Repossession Services,608,2845,99413,398078
561491f,561491,f,Repossession Services,81,2887,109676,349840
561491g,561491,g,Repossession Services,10,1916,65364,235483
561491h,561491,h,Repossession Services,699,7648,274453,983401
561492a,561492,a,Court Reporting and Stenotype Services,3055,11615,563678,2419525
561492b,561492,b,Court Reporting and Stenotype Services,2698,3475,125089,579974
561492c,561492,c,Court Reporting and Stenotype Services,181,1134,51263,220887
561492d,561492,d,Court Reporting and Stenotype Services,89,1170,60878,228488
561492e,561492,e,Court Reporting and Stenotype Services,2968,5779,237230,1029349
561492f,561492,f,Court Reporting and Stenotype Services,72,2554,139228,501035
561492g,561492,g,Court Reporting and Stenotype Services,6,1070,46698,251704
561492h,561492,h,Court Reporting and Stenotype Services,3046,9403,423156,1782088
561492i,561492,i,Court Reporting and Stenotype Services,9,2212,140522,637437
561499a,561499,a,All Other Business Support Services,3674,58107,2984256,9323891
561499b,561499,b,All Other Business Support Services,2619,3731,176102,956421
561499c,561499,c,All Other Business Support Services,412,2710,122154,541749
561499d,561499,d,All Other Business Support Services,239,3137,132594,563335
561499e,561499,e,All Other Business Support Services,3270,9578,430850,2061505
561499f,561499,f,All Other Business Support Services,227,7952,390955,1713855
561499g,561499,g,All Other Business Support Services,77,7250,365723,1314564
561499h,561499,h,All Other Business Support Services,3574,24780,1187528,5089924
561499i,561499,i,All Other Business Support Services,100,33327,1796728,4233967
561500a,5615,a,Travel Arrangement and Reservation Services,14471,213385,12902958,48673762
561500b,5615,b,Travel Arrangement and Reservation Services,10564,16396,688467,5714734
561500c,5615,c,Travel Arrangement and Reservation Services,1969,12549,533064,3796356
561500d,5615,d,Travel Arrangement and Reservation Services,878,11477,534806,3213031
561500e,5615,e,Travel Arrangement and Reservation Services,13411,40422,1756337,12724121
561500f,5615,f,Travel Arrangement and Reservation Services,773,29152,1550668,6590079
561500g,5615,g,Travel Arrangement and Reservation Services,168,26310,1493151,5299775
561500h,5615,h,Travel Arrangement and Reservation Services,14352,95884,4800156,24613975
561500i,5615,i,Travel Arrangement and Reservation Services,119,117501,8102802,24059787
561510a,56151,a,Travel Agencies,9228,96008,6163150,21755714
561510b,56151,b,Travel Agencies,7278,11081,395481,2895565
561510c,56151,c,Travel Agencies,1097,6871,251143,1602437
561510d,56151,d,Travel Agencies,394,5094,224283,1124436
561510e,56151,e,Travel Agencies,8769,23046,870907,5622438
561510f,56151,f,Travel Agencies,333,12124,625257,2082378
561510g,56151,g,Travel Agencies,70,10644,594903,1744554
561510h,56151,h,Travel Agencies,9172,45814,2091067,9449370
561510i,56151,i,Travel Agencies,56,50194,4072083,12306344
561520a,56152,a,Tour Operators,2692,31378,1567752,8258432
561520b,56152,b,Tour Operators,1718,2674,137548,1231030
561520c,56152,c,Tour Operators,460,2996,131484,1023673
561520d,56152,d,Tour Operators,251,3292,153081,1043721
561520e,56152,e,Tour Operators,2429,8962,422113,3298424
561520f,56152,f,Tour Operators,200,7000,336697,1638245
561520g,56152,g,Tour Operators,33,4242,269582,1206960
561520h,56152,h,Tour Operators,2662,20204,1028392,6143629
561520i,56152,i,Tour Operators,30,11174,539360,2114803
561590a,56159,a,Other Travel Arrangement and Reservation Services,2610,85999,5172056,18659616
561590b,56159,b,Other Travel Arrangement and Reservation Services,1568,2641,155438,1588139
561590c,56159,c,Other Travel Arrangement and Reservation Services,412,2682,150437,1170246
561590d,56159,d,Other Travel Arrangement and Reservation Services,233,3091,157442,1044874
561590e,56159,e,Other Travel Arrangement and Reservation Services,2213,8414,463317,3803259
561590f,56159,f,Other Travel Arrangement and Reservation Services,254,10028,588714,2869456
561590g,56159,g,Other Travel Arrangement and Reservation Services,78,11424,628666,2348261
561590h,56159,h,Other Travel Arrangement and Reservation Services,2545,29866,1680697,9020976
561590i,56159,i,Other Travel Arrangement and Reservation Services,65,56133,3491359,9638640
561591a,561591,a,Convention and Visitors Bureaus,919,10125,545972,2249786
561591b,561591,b,Convention and Visitors Bureaus,501,985,42763,169972
561591c,561591,c,Convention and Visitors Bureaus,191,1249,55141,210614
561591d,561591,d,Convention and Visitors Bureaus,104,1330,62406,257199
561591e,561591,e,Convention and Visitors Bureaus,796,3564,160310,637785
561591f,561591,f,Convention and Visitors Bureaus,106,4479,274470,1136976
561591g,561591,g,Convention and Visitors Bureaus,16,2080,110989,474621
561591h,561591,h,Convention and Visitors Bureaus,918,10123,545769,2249382
561599a,561599,a,All Other Travel Arrangement and Reservation Services,1693,75874,4626084,16409830
561599b,561599,b,All Other Travel Arrangement and Reservation Services,1067,1656,112675,1418167
561599c,561599,c,All Other Travel Arrangement and Reservation Services,221,1433,95296,959632
561599d,561599,d,All Other Travel Arrangement and Reservation Services,129,1761,95036,787675
561599e,561599,e,All Other Travel Arrangement and Reservation Services,1417,4850,303007,3165474
561599f,561599,f,All Other Travel Arrangement and Reservation Services,150,5549,314244,1732480
561599g,561599,g,All Other Travel Arrangement and Reservation Services,62,9344,517677,1873640
561599h,561599,h,All Other Travel Arrangement and Reservation Services,1629,19743,1134928,6771594
561599i,561599,i,All Other Travel Arrangement and Reservation Services,64,56131,3491156,9638236
561600a,5616,a,Investigation and Security Services,20233,954661,29439897,62247989
561600b,5616,b,Investigation and Security Services,11364,18206,787679,2754395
561600c,5616,c,Investigation and Security Services,3099,20607,739661,2207697
561600d,5616,d,Investigation and Security Services,2189,30139,1018612,2791694
561600e,5616,e,Investigation and Security Services,16652,68952,2545952,7753786
561600f,5616,f,Investigation and Security Services,2580,109675,3367915,7912359
561600g,5616,g,Investigation and Security Services,759,151499,4339401,8953198
561600h,5616,h,Investigation and Security Services,19991,330126,10253268,24619343
561600i,5616,i,Investigation and Security Services,242,624535,19186629,37628646
561610a,56161,a,"Investigation, Guard, and Armored Car Services",10719,811482,22288997,38110210
561610b,56161,b,"Investigation, Guard, and Armored Car Services",5412,7691,357629,1031813
561610c,56161,c,"Investigation, Guard, and Armored Car Services",1378,9320,260252,663683
561610d,56161,d,"Investigation, Guard, and Armored Car Services",1216,16864,403002,882846
561610e,56161,e,"Investigation, Guard, and Armored Car Services",8006,33875,1020883,2578342
561610f,56161,f,"Investigation, Guard, and Armored Car Services",1870,82631,1945809,3799308
561610g,56161,g,"Investigation, Guard, and Armored Car Services",649,132822,3347574,6065236
561610h,56161,h,"Investigation, Guard, and Armored Car Services",10525,249328,6314266,12442886
561610i,56161,i,"Investigation, Guard, and Armored Car Services",194,562154,15974731,25667324
561611a,561611,a,Investigation Services,3917,41069,1966713,5706544
561611b,561611,b,Investigation Services,2884,4083,154266,560547
561611c,561611,c,Investigation Services,487,3153,120059,353686
561611d,561611,d,Investigation Services,248,3268,113245,306315
561611e,561611,e,Investigation Services,3619,10504,387570,1220548
561611f,561611,f,Investigation Services,208,7822,350618,989482
561611g,561611,g,Investigation Services,61,9332,489478,1447162
561611h,561611,h,Investigation Services,3888,27658,1227666,3657192
561611i,561611,i,Investigation Services,29,13411,739047,2049352
561612a,561612,a,Security Guards and Patrol Services,6727,739099,19100249,29378187
561612b,561612,b,Security Guards and Patrol Services,2498,3552,201558,464277
561612c,561612,c,Security Guards and Patrol Services,881,6095,138612,306248
561612d,561612,d,Security Guards and Patrol Services,957,13446,284978,561724
561612e,561612,e,Security Guards and Patrol Services,4336,23093,625148,1332249
561612f,561612,f,Security Guards and Patrol Services,1638,73765,1552425,2692436
561612g,561612,g,Security Guards and Patrol Services,584,122551,2822523,4547581
561612h,561612,h,Security Guards and Patrol Services,6558,219409,5000096,8572266
561612i,561612,i,Security Guards and Patrol Services,169,519690,14100153,20805921
561613a,561613,a,Armored Car Services,92,31314,1222035,3025479
561613b,561613,b,Armored Car Services,30,56,1805,6989
561613c,561613,c,Armored Car Services,10,72,1581,3749
561613d,561613,d,Armored Car Services,11,150,4779,14807
561613e,561613,e,Armored Car Services,51,278,8165,25545
561613f,561613,f,Armored Car Services,25,1044,42766,117390
561613g,561613,g,Armored Car Services,9,939,35573,70493
561613h,561613,h,Armored Car Services,85,2261,86504,213428
561613i,561613,i,Armored Car Services,7,29053,1135531,2812051
561620a,56162,a,Security Systems Services,9533,143179,7150900,24137779
561620b,56162,b,Security Systems Services,5952,10515,430050,1722582
561620c,56162,c,Security Systems Services,1721,11287,479409,1544014
561620d,56162,d,Security Systems Services,973,13275,615610,1908848
561620e,56162,e,Security Systems Services,8646,35077,1525069,5175444
561620f,56162,f,Security Systems Services,712,27044,1422106,4113051
561620g,56162,g,Security Systems Services,116,18677,991827,2887962
561620h,56162,h,Security Systems Services,9474,80798,3939002,12176457
561620i,56162,i,Security Systems Services,59,62381,3211898,11961322
561621a,561621,a,Security Systems Services (except Locksmiths),5763,127463,6504291,22062167
561621b,561621,b,Security Systems Services (except Locksmiths),3157,5643,261406,1074071
561621c,561621,c,Security Systems Services (except Locksmiths),1076,7159,315503,1081075
561621d,561621,d,Security Systems Services (except Locksmiths),729,10112,475449,1502043
561621e,561621,e,Security Systems Services (except Locksmiths),4962,22914,1052358,3657189
561621f,561621,f,Security Systems Services (except Locksmiths),632,24454,1298753,3747891
561621g,561621,g,Security Systems Services (except Locksmiths),113,18183,974958,2799841
561621h,561621,h,Security Systems Services (except Locksmiths),5707,65551,3326069,10204921
561621i,561621,i,Security Systems Services (except Locksmiths),56,61912,3178222,11857246
561622a,561622,a,Locksmiths,3773,15716,646609,2075612
561622b,561622,b,Locksmiths,2795,4872,168644,648511
561622c,561622,c,Locksmiths,645,4128,163906,462939
561622d,561622,d,Locksmiths,245,3163,140161,406805
561622e,561622,e,Locksmiths,3685,12163,472711,1518255
561622f,561622,f,Locksmiths,81,2590,123353,365160
561622g,561622,g,Locksmiths,3,494,16869,88121
561622h,561622,h,Locksmiths,3769,15247,612933,1971536
561622i,561622,i,Locksmiths,4,469,33676,104076
561700a,5617,a,Services to Buildings and Dwellings,191203,1947915,56711171,151104618
561700b,5617,b,Services to Buildings and Dwellings,131934,187342,7028476,27801442
561700c,5617,c,Services to Buildings and Dwellings,28886,189347,5560495,17359898
561700d,5617,d,Services to Buildings and Dwellings,16431,220145,6726282,18814684
561700e,5617,e,Services to Buildings and Dwellings,177251,596834,19315253,63976024
561700f,5617,f,Services to Buildings and Dwellings,11940,444672,13090807,33273485
561700g,5617,g,Services to Buildings and Dwellings,1631,292767,7767543,18156958
561700h,5617,h,Services to Buildings and Dwellings,190822,1334273,40173603,115406467
561700i,5617,i,Services to Buildings and Dwellings,381,613642,16537568,35698151
561710a,56171,a,Exterminating and Pest Control Services,12380,115680,4964294,13010470
561710b,56171,b,Exterminating and Pest Control Services,8132,14025,514166,1642437
561710c,56171,c,Exterminating and Pest Control Services,2240,14822,530115,1353029
561710d,56171,d,Exterminating and Pest Control Services,1238,16909,697245,1654003
561710e,56171,e,Exterminating and Pest Control Services,11610,45756,1741526,4649469
561710f,56171,f,Exterminating and Pest Control Services,682,24438,1081195,2546145
561710g,56171,g,Exterminating and Pest Control Services,71,11342,547636,1348647
561710h,56171,h,Exterminating and Pest Control Services,12363,81536,3370357,8544261
561710i,56171,i,Exterminating and Pest Control Services,17,34144,1593937,4466209
561720a,56172,a,Janitorial Services,55615,1063638,22417708,49723456
561720b,56172,b,Janitorial Services,33532,52228,1233069,4933826
561720c,56172,c,Janitorial Services,9073,59769,1154681,3641837
561720d,56172,d,Janitorial Services,6106,82428,1680389,4586236
561720e,56172,e,Janitorial Services,48711,194425,4068139,13161899
561720f,56172,f,Janitorial Services,5610,215196,4235917,9825902
561720g,56172,g,Janitorial Services,990,184737,3664416,7365019
561720h,56172,h,Janitorial Services,55311,594358,11968472,30352820
561720i,56172,i,Janitorial Services,304,469280,10449236,19370636
561730a,56173,a,Landscaping Services,102354,663818,25644490,76944657
561730b,56173,b,Landscaping Services,74696,97495,4454088,17843168
561730c,56173,c,Landscaping Services,14539,95019,3232490,10409566
561730d,56173,d,Landscaping Services,7635,101644,3650374,10592025
561730e,56173,e,Landscaping Services,96870,294158,11336952,38844759
561730f,56173,f,Landscaping Services,4897,179051,6787783,18317530
561730g,56173,g,Landscaping Services,523,88062,3299255,8684272
561730h,56173,h,Landscaping Services,102290,561271,21423990,65846561
561730i,56173,i,Landscaping Services,64,102547,4220500,11098096
561740a,56174,a,Carpet and Upholstery Cleaning Services,7306,36361,1156455,3421889
561740b,56174,b,Carpet and Upholstery Cleaning Services,5462,8931,241189,941286
561740c,56174,c,Carpet and Upholstery Cleaning Services,1097,7046,203776,582600
561740d,56174,d,Carpet and Upholstery Cleaning Services,471,6254,203787,560282
561740e,56174,e,Carpet and Upholstery Cleaning Services,7030,22231,648752,2084168
561740f,56174,f,Carpet and Upholstery Cleaning Services,247,8836,323602,833924
561740g,56174,g,Carpet and Upholstery Cleaning Services,24,3228,106567,278274
561740h,56174,h,Carpet and Upholstery Cleaning Services,7301,34295,1078921,3196366
561740i,56174,i,Carpet and Upholstery Cleaning Services,5,2066,77534,225523
561790a,56179,a,Other Services to Buildings and Dwellings,13604,68418,2528224,8004146
561790b,56179,b,Other Services to Buildings and Dwellings,10112,14663,585964,2440725
561790c,56179,c,Other Services to Buildings and Dwellings,1937,12691,439433,1372866
561790d,56179,d,Other Services to Buildings and Dwellings,981,12910,494487,1422138
561790e,56179,e,Other Services to Buildings and Dwellings,13030,40264,1519884,5235729
561790f,56179,f,Other Services to Buildings and Dwellings,511,17151,662310,1749984
561790g,56179,g,Other Services to Buildings and Dwellings,45,5398,149669,480746
561790h,56179,h,Other Services to Buildings and Dwellings,13586,62813,2331863,7466459
561790i,56179,i,Other Services to Buildings and Dwellings,18,5605,196361,537687
561900a,5619,a,Other Support Services,18067,287676,12362269,46548232
561900b,5619,b,Other Support Services,11610,17960,933228,4751433
561900c,5619,c,Other Support Services,2774,18303,805315,3650598
561900d,5619,d,Other Support Services,1652,21950,1041956,4243320
561900e,5619,e,Other Support Services,16036,58213,2780499,12645351
561900f,5619,f,Other Support Services,1397,51424,2394716,9384957
561900g,5619,g,Other Support Services,362,46028,1877703,7355589
561900h,5619,h,Other Support Services,17795,155665,7052918,29385897
561900i,5619,i,Other Support Services,272,132011,5309351,17162335
561910a,56191,a,Packaging and Labeling Services,1470,42948,1726527,7574367
561910b,56191,b,Packaging and Labeling Services,644,1080,57589,387071
561910c,56191,c,Packaging and Labeling Services,246,1618,67951,416120
561910d,56191,d,Packaging and Labeling Services,188,2520,94834,509454
561910e,56191,e,Packaging and Labeling Services,1078,5218,220374,1312645
561910f,56191,f,Packaging and Labeling Services,260,10296,389499,1829510
561910g,56191,g,Packaging and Labeling Services,93,14183,473021,1896272
561910h,56191,h,Packaging and Labeling Services,1431,29697,1082894,5038427
561910i,56191,i,Packaging and Labeling Services,39,13251,643633,2535940
561920a,56192,a,Convention and Trade Show Organizers,5000,92712,3879940,16280990
561920b,56192,b,Convention and Trade Show Organizers,3501,4810,289007,1773519
561920c,56192,c,Convention and Trade Show Organizers,617,4105,223511,1195486
561920d,56192,d,Convention and Trade Show Organizers,376,5126,313295,1428895
561920e,56192,e,Convention and Trade Show Organizers,4494,14041,825813,4397900
561920f,56192,f,Convention and Trade Show Organizers,363,14165,756085,3389421
561920g,56192,g,Convention and Trade Show Organizers,93,14535,661260,2405648
561920h,56192,h,Convention and Trade Show Organizers,4950,42741,2243158,10192969
561920i,56192,i,Convention and Trade Show Organizers,50,49971,1636782,6088021
561990a,56199,a,All Other Support Services,11609,152016,6755802,22692875
561990b,56199,b,All Other Support Services,7465,12070,586632,2590843
561990c,56199,c,All Other Support Services,1911,12580,513853,2038992
561990d,56199,d,All Other Support Services,1088,14304,633827,2304971
561990e,56199,e,All Other Support Services,10464,38954,1734312,6934806
561990f,56199,f,All Other Support Services,776,26963,1249132,4166026
561990g,56199,g,All Other Support Services,178,17310,743422,3053669
561990h,56199,h,All Other Support Services,11418,83227,3726866,14154501
561990i,56199,i,All Other Support Services,191,68789,3028936,8538374
562000a,562,a,Waste Management and Remediation Services,18418,407494,23944188,100695805
562000b,562,b,Waste Management and Remediation Services,9247,16471,753872,4144435
562000c,562,c,Waste Management and Remediation Services,3628,23989,979072,4538099
562000d,562,d,Waste Management and Remediation Services,2627,35109,1627138,6612382
562000e,562,e,Waste Management and Remediation Services,15502,75569,3360082,15294916
562000f,562,f,Waste Management and Remediation Services,2317,85398,4430241,17469443
562000g,562,g,Waste Management and Remediation Services,410,56914,3341063,13628741
562000h,562,h,Waste Management and Remediation Services,18229,217881,11131386,46393100
562000i,562,i,Waste Management and Remediation Services,189,189613,12812802,54302705
562100a,5621,a,Waste Collection,7844,215820,12703074,53621098
562100b,5621,b,Waste Collection,3765,6820,283055,1715839
562100c,5621,c,Waste Collection,1615,10698,401261,2065807
562100d,5621,d,Waste Collection,1156,15470,656634,2963668
562100e,5621,e,Waste Collection,6536,32988,1340950,6745314
562100f,5621,f,Waste Collection,1044,38760,1933999,8030829
562100g,5621,g,Waste Collection,193,26117,1503892,6449557
562100h,5621,h,Waste Collection,7773,97865,4778841,21225700
562100i,5621,i,Waste Collection,71,117955,7924233,32395398
562110a,56211,a,Waste Collection,7844,215820,12703074,53621098
562110b,56211,b,Waste Collection,3765,6820,283055,1715839
562110c,56211,c,Waste Collection,1615,10698,401261,2065807
562110d,56211,d,Waste Collection,1156,15470,656634,2963668
562110e,56211,e,Waste Collection,6536,32988,1340950,6745314
562110f,56211,f,Waste Collection,1044,38760,1933999,8030829
562110g,56211,g,Waste Collection,193,26117,1503892,6449557
562110h,56211,h,Waste Collection,7773,97865,4778841,21225700
562110i,56211,i,Waste Collection,71,117955,7924233,32395398
562111a,562111,a,Solid Waste Collection,6799,200553,11821953,49623601
562111b,562111,b,Solid Waste Collection,3168,5877,241154,1447541
562111c,562111,c,Solid Waste Collection,1429,9446,349704,1816783
562111d,562111,d,Solid Waste Collection,1037,13939,580603,2619528
562111e,562111,e,Solid Waste Collection,5634,29262,1171461,5883852
562111f,562111,f,Solid Waste Collection,937,35035,1720875,7136934
562111g,562111,g,Solid Waste Collection,169,23483,1329987,5772052
562111h,562111,h,Solid Waste Collection,6740,87780,4222323,18792838
562111i,562111,i,Solid Waste Collection,59,112773,7599630,30830763
562112a,562112,a,Hazardous Waste Collection,303,8183,516875,2050139
562112b,562112,b,Hazardous Waste Collection,123,223,10912,65297
562112c,562112,c,Hazardous Waste Collection,37,255,11149,65113
562112d,562112,d,Hazardous Waste Collection,48,599,31267,125112
562112e,562112,e,Hazardous Waste Collection,208,1077,53328,255522
562112f,562112,f,Hazardous Waste Collection,55,1975,130017,473991
562112g,562112,g,Hazardous Waste Collection,22,2293,154657,605285
562112h,562112,h,Hazardous Waste Collection,285,5345,338002,1334798
562112i,562112,i,Hazardous Waste Collection,18,2838,178873,715341
562119a,562119,a,Other Waste Collection,762,7084,364246,1947358
562119b,562119,b,Other Waste Collection,474,720,30989,203001
562119c,562119,c,Other Waste Collection,149,997,40408,183911
562119d,562119,d,Other Waste Collection,71,932,44764,219028
562119e,562119,e,Other Waste Collection,694,2649,116161,605940
562119f,562119,f,Other Waste Collection,55,1750,83107,419904
562119g,562119,g,Other Waste Collection,4,341,19248,72220
562119h,562119,h,Other Waste Collection,753,4740,218516,1098064
562119i,562119,i,Other Waste Collection,9,2344,145730,849294
562200a,5622,a,Waste Treatment and Disposal,1323,57867,3849037,18676385
562200b,5622,b,Waste Treatment and Disposal,609,1094,54524,333703
562200c,5622,c,Waste Treatment and Disposal,244,1650,76584,440429
562200d,5622,d,Waste Treatment and Disposal,185,2429,126806,645717
562200e,5622,e,Waste Treatment and Disposal,1038,5173,257914,1419849
562200f,5622,f,Waste Treatment and Disposal,169,5592,301722,1394379
562200g,5622,g,Waste Treatment and Disposal,51,5351,372212,1607091
562200h,5622,h,Waste Treatment and Disposal,1258,16116,931848,4421319
562200i,5622,i,Waste Treatment and Disposal,65,41751,2917189,14255066
562210a,56221,a,Waste Treatment and Disposal,1323,57867,3849037,18676385
562210b,56221,b,Waste Treatment and Disposal,609,1094,54524,333703
562210c,56221,c,Waste Treatment and Disposal,244,1650,76584,440429
562210d,56221,d,Waste Treatment and Disposal,185,2429,126806,645717
562210e,56221,e,Waste Treatment and Disposal,1038,5173,257914,1419849
562210f,56221,f,Waste Treatment and Disposal,169,5592,301722,1394379
562210g,56221,g,Waste Treatment and Disposal,51,5351,372212,1607091
562210h,56221,h,Waste Treatment and Disposal,1258,16116,931848,4421319
562210i,56221,i,Waste Treatment and Disposal,65,41751,2917189,14255066
562211a,562211,a,Hazardous Waste Treatment and Disposal,414,34341,2382084,8911971
562211b,562211,b,Hazardous Waste Treatment and Disposal,184,301,15613,79122
562211c,562211,c,Hazardous Waste Treatment and Disposal,59,419,20416,91891
562211d,562211,d,Hazardous Waste Treatment and Disposal,49,665,41160,191447
562211e,562211,e,Hazardous Waste Treatment and Disposal,292,1385,77189,362460
562211f,562211,f,Hazardous Waste Treatment and Disposal,57,1723,92835,351926
562211g,562211,g,Hazardous Waste Treatment and Disposal,28,3431,240746,914650
562211h,562211,h,Hazardous Waste Treatment and Disposal,377,6539,410770,1629036
562211i,562211,i,Hazardous Waste Treatment and Disposal,37,27802,1971314,7282935
562212a,562212,a,Solid Waste Landfill,668,18711,1125304,7636855
562212b,562212,b,Solid Waste Landfill,292,560,25703,171871
562212c,562212,c,Solid Waste Landfill,141,961,42742,242354
562212d,562212,d,Solid Waste Landfill,102,1356,62398,339093
562212e,562212,e,Solid Waste Landfill,535,2877,130843,753318
562212f,562212,f,Solid Waste Landfill,88,2801,147589,760889
562212g,562212,g,Solid Waste Landfill,18,1353,94044,487441
562212h,562212,h,Solid Waste Landfill,641,7031,372476,2001648
562212i,562212,i,Solid Waste Landfill,27,11680,752828,5635207
562213a,562213,a,Solid Waste Combustors and Incinerators,37,2095,187908,1307202
562213b,562213,b,Solid Waste Combustors and Incinerators,15,21,2169,14240
562213c,562213,c,Solid Waste Combustors and Incinerators,3,18,606,1728
562213d,562213,d,Solid Waste Combustors and Incinerators,4,48,3428,29637
562213e,562213,e,Solid Waste Combustors and Incinerators,22,87,6203,45605
562213f,562213,f,Solid Waste Combustors and Incinerators,6,198,13012,72408
562213h,562213,h,Solid Waste Combustors and Incinerators,29,421,29974,163432
562213i,562213,i,Solid Waste Combustors and Incinerators,8,1674,157934,1143770
562219a,562219,a,Other Nonhazardous Waste Treatment and Disposal,227,2720,153741,820357
562219b,562219,b,Other Nonhazardous Waste Treatment and Disposal,118,212,11039,68470
562219c,562219,c,Other Nonhazardous Waste Treatment and Disposal,41,252,12820,104456
562219d,562219,d,Other Nonhazardous Waste Treatment and Disposal,30,360,19820,85540
562219e,562219,e,Other Nonhazardous Waste Treatment and Disposal,189,824,43679,258466
562219f,562219,f,Other Nonhazardous Waste Treatment and Disposal,21,870,48286,209156
562219g,562219,g,Other Nonhazardous Waste Treatment and Disposal,4,431,26663,159581
562219h,562219,h,Other Nonhazardous Waste Treatment and Disposal,214,2125,118628,627203
562219i,562219,i,Other Nonhazardous Waste Treatment and Disposal,13,595,35113,193154
562900a,5629,a,Remediation and Other Waste Management Services,9408,133807,7392077,28398322
562900b,5629,b,Remediation and Other Waste Management Services,4873,8557,416293,2094893
562900c,5629,c,Remediation and Other Waste Management Services,1769,11641,501227,2031863
562900d,5629,d,Remediation and Other Waste Management Services,1292,17210,843698,3002997
562900e,5629,e,Remediation and Other Waste Management Services,7934,37408,1761218,7129753
562900f,5629,f,Remediation and Other Waste Management Services,1137,41046,2194520,8044235
562900g,5629,g,Remediation and Other Waste Management Services,211,25446,1464959,5572093
562900h,5629,h,Remediation and Other Waste Management Services,9282,103900,5420697,20746081
562900i,5629,i,Remediation and Other Waste Management Services,126,29907,1971380,7652241
562910a,56291,a,Remediation Services,3903,77591,4700783,16123653
562910b,56291,b,Remediation Services,1743,2830,174521,862840
562910c,56291,c,Remediation Services,668,4548,208906,741874
562910d,56291,d,Remediation Services,630,8440,432804,1408101
562910e,56291,e,Remediation Services,3041,15818,816231,3012815
562910f,56291,f,Remediation Services,655,23934,1362416,4500413
562910g,56291,g,Remediation Services,131,17250,1055690,3851506
562910h,56291,h,Remediation Services,3827,57002,3234337,11364734
562910i,56291,i,Remediation Services,76,20589,1466446,4758919
562920a,56292,a,Materials Recovery Facilities,1004,20279,886889,6351510
562920b,56292,b,Materials Recovery Facilities,381,713,31603,309735
562920c,56292,c,Materials Recovery Facilities,187,1188,47987,434726
562920d,56292,d,Materials Recovery Facilities,156,2121,89294,597159
562920e,56292,e,Materials Recovery Facilities,724,4022,168884,1341620
562920f,56292,f,Materials Recovery Facilities,186,6769,282496,1799008
562920g,56292,g,Materials Recovery Facilities,50,4082,160851,959135
562920h,56292,h,Materials Recovery Facilities,960,14873,612231,4099763
562920i,56292,i,Materials Recovery Facilities,44,5406,274658,2251747
562990a,56299,a,All Other Waste Management Services,4516,35937,1804405,5923159
562990b,56299,b,All Other Waste Management Services,2749,5014,210169,922318
562990c,56299,c,All Other Waste Management Services,914,5905,244334,855263
562990d,56299,d,All Other Waste Management Services,506,6649,321600,997737
562990e,56299,e,All Other Waste Management Services,4169,17568,776103,2775318
562990f,56299,f,All Other Waste Management Services,298,10343,549608,1744814
562990g,56299,g,All Other Waste Management Services,34,4114,248418,761452
562990h,56299,h,All Other Waste Management Services,4501,32025,1574129,5281584
562990i,56299,i,All Other Waste Management Services,15,3912,230276,641575
562991a,562991,a,Septic Tank and Related Services,3427,23318,1091224,3890519
562991b,562991,b,Septic Tank and Related Services,2192,4063,164539,734207
562991c,562991,c,Septic Tank and Related Services,686,4402,176867,650146
562991d,562991,d,Septic Tank and Related Services,357,4665,214708,698481
562991e,562991,e,Septic Tank and Related Services,3235,13130,556114,2082834
562991f,562991,f,Septic Tank and Related Services,174,6123,307188,1047291
562991g,562991,g,Septic Tank and Related Services,13,1721,110283,384868
562991h,562991,h,Septic Tank and Related Services,3422,20974,973585,3514993
562991i,562991,i,Septic Tank and Related Services,5,2344,117639,375526
562998a,562998,a,All Other Miscellaneous Waste Management Services,1090,12619,713181,2032640
